Elapsed_Time,EMG1,EMG2,EMG3,BioRadio Event,Unnamed: 5
0:00:00,-0.002838135,-0.009567261,0.00279808,0
00:00.0,-0.0028266909999999997,-0.009550095,0.002775192,0
00:00.0,-0.0028553009999999998,-0.009544373,0.00279808,0
00:00.0,-0.002843857,-0.009550095,0.002838135,0
00:00.0,-0.002843857,-0.009555817,0.0028209690000000004,0
00:00.0,-0.002861023,-0.009555817,0.0028324129999999998,0
00:00.0,-0.002849579,-0.009550095,0.0028324129999999998,0
00:00.0,-0.002843857,-0.009538651,0.0028152470000000003,0
00:00.0,-0.002838135,-0.009555817,0.002803802,0
00:00.0,-0.0028324129999999998,-0.009572983,0.002803802,0
00:00.0,-0.002843857,-0.009550095,0.002763748,0
00:00.0,-0.0028553009999999998,-0.009544373,0.002786636,0
00:00.0,-0.002861023,-0.009567261,0.002849579,0
00:00.1,-0.002849579,-0.009561539,0.002843857,0
00:00.1,-0.002838135,-0.009550095,0.002809525,0
00:00.1,-0.0028553009999999998,-0.009555817,0.002786636,0
00:00.1,-0.002843857,-0.009555817,0.002843857,0
00:00.1,-0.0028324129999999998,-0.009567261,0.0028209690000000004,0
00:00.1,-0.002809525,-0.009572983,0.002780914,0
00:00.1,-0.002843857,-0.009544373,0.002780914,0
00:00.1,-0.002843857,-0.009555817,0.002803802,0
00:00.1,-0.002878189,-0.009550095,0.002838135,0
00:00.1,-0.002872467,-0.009567261,0.002838135,0
00:00.1,-0.002843857,-0.009561539,0.0028152470000000003,0
00:00.1,-0.002849579,-0.009561539,0.002803802,0
00:00.1,-0.0028553009999999998,-0.009555817,0.002838135,0
00:00.1,-0.002849579,-0.009555817,0.0028152470000000003,0
00:00.1,-0.002838135,-0.009561539,0.002780914,0
00:00.1,-0.0028553009999999998,-0.009555817,0.0028152470000000003,0
00:00.1,-0.0028266909999999997,-0.009544373,0.002792358,0
00:00.1,-0.0028553009999999998,-0.009550095,0.002809525,0
00:00.1,-0.0028553009999999998,-0.009555817,0.002758026,0
00:00.1,-0.002843857,-0.009561539,0.002809525,0
00:00.1,-0.0028553009999999998,-0.009572983,0.002849579,0
00:00.1,-0.002861023,-0.009567261,0.0028266909999999997,0
00:00.1,-0.002843857,-0.009567261,0.002809525,0
