Elapsed Time,EMG1,EMG2,EMG3,BioRadio Event,Unnamed: 5
00:00:00,0.000806808471679688,-0.0033817291259765603,0.007970809936523441,0,
00:00:00.004,0.00080108642578125,-0.00337600708007813,0.00798797607421875,0,
00:00:00.008,0.000806808471679688,-0.0033702850341796897,0.0080108642578125,0,
00:00:00.012,0.000806808471679688,-0.00337600708007813,0.00799942016601563,0,
00:00:00.016,0.00080108642578125,-0.00339889526367188,0.008005142211914059,0,
00:00:00.02,0.00080108642578125,-0.003387451171875,0.0080108642578125,0,
00:00:00.024,0.000812530517578125,-0.00336456298828125,0.0080108642578125,0,
00:00:00.028,0.00080108642578125,-0.003387451171875,0.008028030395507809,0,
00:00:00.032,0.000783920288085938,-0.00339889526367188,0.00803375244140625,0,
00:00:00.036,0.000783920288085938,-0.0033931732177734397,0.008028030395507809,0,
00:00:00.04,0.000795364379882813,-0.00337600708007813,0.008039474487304691,0,
00:00:00.044,0.000789642333984375,-0.00339889526367188,0.008039474487304691,0,
00:00:00.048,0.000789642333984375,-0.00342178344726563,0.00804519653320313,0,
00:00:00.052,0.00080108642578125,-0.0034046173095703103,0.008039474487304691,0,
00:00:00.056,0.00080108642578125,-0.0033588409423828103,0.008039474487304691,0,
00:00:00.06,0.000806808471679688,-0.0033473968505859397,0.00803375244140625,0,
00:00:00.064,0.000789642333984375,-0.0033817291259765603,0.008039474487304691,0,
00:00:00.068,0.000789642333984375,-0.0033931732177734397,0.008050918579101559,0,
00:00:00.072,0.00080108642578125,-0.0033931732177734397,0.008056640625,0,
00:00:00.076,0.000823974609375,-0.00339889526367188,0.008039474487304691,0,
00:00:00.08,0.000795364379882813,-0.0034160614013671897,0.00803375244140625,0,
00:00:00.084,0.000789642333984375,-0.00341033935546875,0.008062362670898441,0,
00:00:00.088,0.000789642333984375,-0.0033817291259765603,0.00807952880859375,0,
00:00:00.092,0.00080108642578125,-0.0033702850341796897,0.008085250854492191,0,
00:00:00.096,0.00080108642578125,-0.0033702850341796897,0.00806808471679688,0,
00:00:00.1,0.00080108642578125,-0.0033702850341796897,0.00809097290039063,0,
00:00:00.104,0.000795364379882813,-0.003387451171875,0.008085250854492191,0,
00:00:00.108,0.00080108642578125,-0.003387451171875,0.00809097290039063,0,
00:00:00.112,0.000795364379882813,-0.0034160614013671897,0.00809097290039063,0,
00:00:00.116,0.000772476196289063,-0.0034389495849609397,0.00807952880859375,0,
00:00:00.12,0.000772476196289063,-0.0034275054931640603,0.008073806762695309,0,
00:00:00.124,0.0007781982421875,-0.00341033935546875,0.00809097290039063,0,
00:00:00.128,0.000789642333984375,-0.0033931732177734397,0.0081024169921875,0,
00:00:00.132,0.000806808471679688,-0.0033817291259765603,0.00811386108398438,0,
00:00:00.136,0.000806808471679688,-0.003387451171875,0.00811386108398438,0,
00:00:00.14,0.000789642333984375,-0.003387451171875,0.008108139038085941,0,
00:00:00.144,0.00080108642578125,-0.0033931732177734397,0.0081024169921875,0,
00:00:00.148,0.000806808471679688,-0.0033817291259765603,0.00811386108398438,0,
00:00:00.152,0.00080108642578125,-0.0033931732177734397,0.0081024169921875,0,
